id_unico,nome,cep,descricao,funcao_social,data_inicial_prevista,data_final_prevista,data_cadastro,especie,natureza,situacao,uf,is_modelada_por_bim,data_situacao,executor_nome,eixo_descricao,tipo_descricao,subtipo_descricao,origem_recurso,valor_total_previsto
79122.53-29,PAC 2 - CRECHE/PRÉ-ESCOLA 104,,PAC 2 - CRECHE/PRÉ-ESCOLA 104 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 104,2023-07-25,2025-06-14,2025-07-26,Reforma,Obra,Cadastrada,DF,False,2025-07-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
79120.53-16,PAC 2 - CRECHE/PRÉ-ESCOLA 081,,PAC 2 - CRECHE/PRÉ-ESCOLA 081 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 081,2023-12-12,2025-12-31,2025-07-26,Reforma,Obra,Cadastrada,DF,False,2025-07-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
79121.53-72,PAC 2 - CRECHE/PRÉ-ESCOLA 109,,PAC 2 - CRECHE/PRÉ-ESCOLA 109 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 109,2022-11-23,2025-08-28,2025-07-26,Reforma,Obra,Cadastrada,DF,False,2025-07-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
79123.53-85,PAC 2 - CRECHE/PRÉ-ESCOLA 043,,PAC 2 - CRECHE/PRÉ-ESCOLA 043 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 043,2021-07-05,2023-07-25,2025-07-26,Reforma,Obra,Cadastrada,DF,False,2025-07-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
87805.53-02,CEPI QN 7C AE 01 Riacho Fundo II - Distrito Federal - DF,,CEPI QN 7C AE 01 Riacho Fundo II - Distrito Federal - DF Tipo de Obra,CEPI QN 7C AE 01 Riacho Fundo II - Distrito Federal - DF,2022-12-29,2025-06-16,2025-07-28,Reforma,Obra,Cadastrada,DF,False,2025-07-28,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
39020.52-43,00 00680/2023,70040-902,"execuÃ§Ã£o das obras de adequaÃ§Ã£o de capacidade, duplicaÃ§Ã£o, restauraÃ§Ã£o, melhorias de seguranÃ§a e eliminaÃ§Ã£o de pontos crÃ­ticos, na rodovia/uf: br-080/df.","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2024-06-14,2026-03-05,2024-06-24,Construção,Obra,Em execução,DF,,2025-08-05,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,352994609.29
79119.53-46,PAC 2 - CRECHE/PRÉ-ESCOLA 084,,PAC 2 - CRECHE/PRÉ-ESCOLA 084 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 084,2021-10-28,2023-02-20,2025-07-26,Reforma,Obra,Cadastrada,DF,False,2025-07-26,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
29300.53-88,Reforma das instalações de com-bate a incêndio do Comando de Operações Aeroespaciais (COMAE),71.615-600,"Reforma das instalações de combate a incêndio do Comando de Operações Aeroespaciais (COMAE), a ser executada na cidade de Brasília - DF, no que se refere ao fornecimento dos materiais e à execução dos serviços de instalações em geral, serviços preliminares, incluindo canteiro de obras, demolições/remoções, infraestrutura, superestrutura, arquitetura, instalações, e demais serviços elencados nas peças técnicas apresentadas.","Considerando que todo Órgão público tem o dever de manter suas instalações devidamente equipadas, no intuito de possibilitar a maior segurança àqueles que por ela transitam.
Para seu regular funcionamento, os órgãos competentes determinam que haja em cada repartição itens obrigatórios para que se resguarde, minimamente, a segurança dos funcionários, e dessa forma seja permitido o regular funcionamento.
Dentre os itens de segurança, as instalações de combate a incêndio são de suma importância para garantir o correto funcionamento das atividades exercidas no COMAE, bem como o salvaguardo de todos os militares situados nesta organização militar.",2024-02-05,2024-07-05,2023-12-06,Reforma,Obra,Concluída,DF,False,2024-12-09,COMANDO DA AERONÁUTICA,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,571101.17
4756.53-07,Contratação de obra e serviços para implantação de vestiários/COPA no COMAE (antigo COMDABRA),71.615-600,Contratação de obra e serviços para implantação de vestiários/COPA no COMAE (antigo COMDABRA).,"Construir vestiários para a utilização pelo efetivo do COMAE durante as atividades rotineiras deste QG, possibilitando condições adequadas para a prática das atividades técnico-profissionais.",2021-01-10,2022-08-10,2021-11-26,Reforma,Obra,Concluída,DF,,2022-12-07,COMANDO DA AERONÁUTICA,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,675527.32
30326.53-99,GALPÃO DE COMERCIALIZAÇÃO DO PARANOÁ,,Implantação de infraestrutura para apoio a comercialização de produtos agricolas.,"Pequenos e médios agricultores, bem como integrantes da Agricultura Familiar da Região Administrativa do Paranoá - RA VII do Distrito Federal.. Com a construção da Infraestrutura proposta ampliará as oportunidades para consolidação de mercado na região, valorização do setor, com oportunidades para melhoria das condições de trabalho, bem como no aumento da produção agrícola.. Possibilitar que o agricultor local consiga melhor acesso às tecnologias através de encontros e trocas de experiências e capacitação no espaço comunitário e que isso aumente da produtividade e consequentemente aumento da renda dos produtores beneficiados.",2023-11-29,2027-11-29,2023-12-18,Construção,Obra,Cadastrada,DF,False,2023-12-18,COMPANHIA URBANIZADORA DA NOVA CAPITAL DO BRASIL,Social,Agricultura e Organização Agrária,Assistência Técnica,Federal,8605000.0
1404.53-94,00 00691/2020,70040-902,"contrataÃ§Ã£o de empresa especializada para prestaÃ§Ã£o dos serviÃ§os de gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o sul","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2021-01-18,2024-09-28,2021-04-26,Construção,Obra,Paralisada,DF,,2025-08-05,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,16400503.07
41244.53-01,12 00384/2024,70040-902,"contrataÃ§Ã£o de empresa especializada para prestaÃ§Ã£o dos serviÃ§os de supervisÃ£o das obras de adequaÃ§Ã£o de capacidade, duplicaÃ§Ã£o, restauraÃ§Ã£o, melhorias de seguranÃ§a e eliminaÃ§Ã£o de pontos crÃ­ticos na br-080/df, km 0,00 ao km 24,60.","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2024-06-19,2026-07-07,2024-07-29,Construção,Obra,Em execução,DF,,2025-08-05,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,6135447.84
91695.53-27,Fornecimento e startup de grupos geradores para o Ed. UniBC,,"Fornecimento e comissionamento (startup) de sistemas de energia de emergência para o prédio da UniBC do Banco Central do Brasil, em Brasília (DF)","Assegurar a continuidade dos serviços públicos e das atividades institucionais essenciais do Banco Central, por meio do fornecimento de energia elétrica ininterrupta. A instalação e o startup dos grupos geradores contribuem para a estabilidade das operações, evitando prejuízos decorrentes de falhas no fornecimento de energia, garantindo a segurança das informações, a preservação do patrimônio público e, de forma indireta, beneficiando a sociedade com a manutenção da regularidade das funções econômicas e financeiras desempenhadas pela instituição",2025-09-10,2027-03-10,2025-08-21,Máquinas e Equipamentos,Obra,Cadastrada,DF,False,2025-08-21,BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,780000.0
73592.53-78,PAC 2 - CRECHE/PRÉ-ESCOLA 048,,PAC 2 - CRECHE/PRÉ-ESCOLA 048 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 048,2017-08-14,2019-10-03,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
73603.53-27,PAC 2 - CRECHE/PRÉ-ESCOLA 038,,PAC 2 - CRECHE/PRÉ-ESCOLA 038 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 038,2013-11-27,2015-01-01,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
73605.53-30,PAC 2 - CRECHE/PRÉ-ESCOLA 007,,PAC 2 - CRECHE/PRÉ-ESCOLA 007 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 007,2017-12-20,2020-02-08,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
76833.53-02,Construção de escola,,Construção de escola Tipo de Obra,Construção de escola,2013-06-27,2014-10-20,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
76865.53-07,PAC 2 - CRECHE/PRÉ-ESCOLA 054,,PAC 2 - CRECHE/PRÉ-ESCOLA 054 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 054,2018-05-09,2020-06-27,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
74591.53-00,PAC 2 - Cobertura de Quadra Escolar 057,,PAC 2 - Cobertura de Quadra Escolar 057 Tipo de Obra,PAC 2 - Cobertura de Quadra Escolar 057,2013-12-06,2014-10-02,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
87806.53-59,CEPI QN 09 AE 04 - RIACHO FUNDO I - Distrito Federal - DF,,CEPI QN 09 AE 04 - RIACHO FUNDO I - Distrito Federal - DF Tipo de Obra,CEPI QN 09 AE 04 - RIACHO FUNDO I - Distrito Federal - DF,2023-03-31,2025-09-16,2025-07-28,Reforma,Obra,Cadastrada,DF,False,2025-07-28,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
87807.53-05,CEPI - QN 14E AE 01 Riacho Fundo II - Distrito Federal - DF,,CEPI - QN 14E AE 01 Riacho Fundo II - Distrito Federal - DF Tipo de Obra,CEPI - QN 14E AE 01 Riacho Fundo II - Distrito Federal - DF,2023-10-30,2026-04-17,2025-07-28,Reforma,Obra,Cadastrada,DF,False,2025-07-28,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
31576.53-30,"OBRA DE ADEQUAÇÃO DAS INSTALAÇÕES DA DIRETORIA DE AVALIAÇÃO E PROMOÇÕES (DAProm) NO QGEx, EM BRASÍLIA/DF",70.630-901,"OBRA DE ADEQUAÇÃO DAS INSTALAÇÕES DA DIRETORIA DE AVALIAÇÃO E PROMOÇÕES (DAProm) NO QGEx, EM BRASÍLIA/DF","OBRA DE ADEQUAÇÃO DAS INSTALAÇÕES DA DIRETORIA DE AVALIAÇÃO E PROMOÇÕES (DAProm) NO QGEx, EM BRASÍLIA/DF",2024-01-18,2025-01-12,2023-12-27,Ampliação,Obra,Em execução,DF,False,2024-01-19,COMANDO DO EXÉRCITO,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,8500022.94
90619.53-55,26.782.2087.13YK.0016,70040-902,CONSTRUCAO DE TRECHO RODOVIARIO - LARANJAL DO JARI - ENTRONCAMENTO BR-210/AP-030 - NA BR-156/AP,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2021-01-17,2026-03-09,2025-08-13,Construção,Obra,Em execução,DF,,2025-08-14,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,32733165.85
1405.53-51,00 00692/2020,70040-902,"prestaÃ§Ã£o dos serviÃ§os de gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o norte","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2021-01-18,2024-09-28,2021-04-26,Construção,Obra,Paralisada,DF,,2025-08-05,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,21112751.69
1403.53-27,00 00690/2020,70040-902,"contrataÃ§Ã£o de empresa especializada para prestaÃ§Ã£o dos serviÃ§osde gerenciamento dos empreendimentos de construÃ§Ã£o, sob a jurisdiÃ§Ã£o do dnit, para toda a malha rodoviÃ¡ria federal da regiÃ£o centro-oeste","Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2021-01-18,2024-09-28,2021-04-26,Construção,Obra,Paralisada,DF,,2025-08-05,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,18610415.2
91227.53-06,Ed nº 90357/2024 - Serviços de Gestão Ambiental - BR-080/DF,," Contratação de Empresa para execução dos Serviços de Gestão Ambiental, abrangendo a Supervisão Ambiental, a Implementação de Programas Ambientais e o Gerenciamento Ambiental das obras de adequação da capacidade, duplicação, restauração, melhorias de segurança e eliminação de pontos críticos da , trechos 1BR-080/DF, segmento do km 0,00 ao km 40,3 e 2, lote único",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2025-06-06,2028-11-17,2025-08-19,Ampliação,Outros,Cadastrada,DF,False,2025-08-19,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,5488450.11
91392.53-43,Centro de Educação para Primeira Infância (CEPI) - QNM 38 - Taguatinga-DF.,,Construção da Creche Centro de Educação para Primeira Infância (CEPI) -  Brasília - DF – FNDE – Creche Tipo 2,"A construção da nova creche irá beneficiar 94 crianças, de 0 a 3 anos, em turno integral. O terreno escolhido para creche está em Taguatinga, Região Administrava do Distrito Federal.. A região de Taguatinga enfrenta uma carência de unidades educacionais, resultando em cerca de 255 crianças sem acesso à educação. Essas construções fazem parte do plano de ação oriundo de mediação junto aos órgãos de controle (TJDFT, MPDFT e DPDF).. Atendimento a meta estabelecida no Plano Nacional de Educação – PNE: ampliar a oferta em creches para atender, no mínimo, 50% (cinquenta por cento) das crianças de até 3 (três) anos, pelo Distrito Federal.",2025-10-01,2028-10-01,2025-08-19,Construção,Obra,Cadastrada,DF,False,2025-08-19,SECRETARIA DE ESTADO DE EDUCACAO DO DISTRITO FEDERAL,Social,Educação,Educação,Federal,3590743.62
91397.53-15,"Creche Centro de Educação para Primeira Infância (CEPI)  Quadra QS II LT E, Riacho Fundo I, Brasília- DF",,Construção da Creche Centro de Educação para Primeira Infância (CEPI) -  Brasília - DF – FNDE – Creche Tipo 2,"A construção da nova creche irá beneficiar 94 crianças, de 0 a 3 anos, em turno integral. O terreno escolhido para creche está próximo à comunidade do Riacho Fundo I, Região Administrava do Distrito Federal.. A região de Riacho Fundo I enfrenta uma carência de unidades educacionais, resultando em cerca de 123 crianças sem acesso à educação. Essas construções fazem parte do plano de ação oriundo de mediação junto aos órgãos de controle (TJDFT, MPDFT e DPDF).. Atendimento a meta estabelecida no Plano Nacional de Educação – PNE: ampliar a oferta em creches de forma a atender, no mínimo, 50% (cinquenta por cento) das crianças de até 3 (três) anos, pelo Distrito Federal.",2025-10-01,2028-10-01,2025-08-19,Construção,Obra,Cadastrada,DF,False,2025-08-19,SECRETARIA DE ESTADO DE EDUCACAO DO DISTRITO FEDERAL,Social,Educação,Educação,Federal,3590743.62
91396.53-69,Construção do Centro de Educação para Primeira Infância (CEPI) - Tipo 2. Proinfância FNDE. Expansão Urbana Setor Oeste AR 11 Sobradinho II/DF.,,Construção da Creche Centro de Educação para Primeira Infância (CEPI) -  Brasília - DF – FNDE – Creche Tipo 2,"A construção da nova creche irá beneficiar 94 crianças, de 0 a 3 anos, em turno integral. O terreno escolhido para creche está na comunidade de Sobradinho II, Região Administrava do Distrito Federal.. A região de Sobradinho II enfrenta uma carência de unidades educacionais, resultando em cerca de 182 crianças sem acesso à educação. Essas construções fazem parte do plano de ação oriundo de mediação junto aos órgãos de controle (TJDFT, MPDFT e DPDF).. Atendimento a meta estabelecida no Plano Nacional de Educação – PNE: ampliar a oferta em creches de forma a atender, no mínimo, 50% (cinquenta por cento) das crianças de até 3 (três) anos, pelo Distrito Federal.",2025-10-01,2028-10-01,2025-08-19,Construção,Obra,Cadastrada,DF,False,2025-08-19,SECRETARIA DE ESTADO DE EDUCACAO DO DISTRITO FEDERAL,Social,Educação,Educação,Federal,3590743.62
5124.53-53,26.782.3006.13XJ.0031,70040-902,AdequaÃ§Ã£o De Trecho RodoviÃ¡rio - Entrocamento Br-494/Mg-423 (Nova Serrana) - Uberaba - Na Br-262/Mg,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2013-04-08,2024-10-04,2021-12-09,Construção,Obra,Paralisada,DF,,2025-08-14,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,103576455.27
73598.53-06,PAC 2 - CRECHE/PRÉ-ESCOLA 005,,PAC 2 - CRECHE/PRÉ-ESCOLA 005 Tipo de Obra,PAC 2 - CRECHE/PRÉ-ESCOLA 005,2013-07-15,2014-11-28,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
93297.53-05,Criação de estúdio de gravação,70.074-900,Reforma e adaptação de espaço no Edifício Sede do BCB para criação de estúdio de gravação,"A contratação do serviço está alinhada à Agenda BC#, no âmbito da Comunicação das Ações do Banco Central - aperfeiçoar as ações de comunicação do BC e ampliar o contato com a mídia e com o público",2025-09-04,2026-04-30,2025-09-04,Reforma,Obra,Cadastrada,DF,False,2025-09-04,BANCO CENTRAL DO BRASIL-ORC.FISCAL/SEG.SOCIAL,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,609000.0
74584.53-02,PAC 2 - Cobertura de Quadra Escolar 064,,PAC 2 - Cobertura de Quadra Escolar 064 Tipo de Obra,PAC 2 - Cobertura de Quadra Escolar 064,2013-12-06,2014-11-01,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
74585.53-59,PAC 2 - Cobertura de Quadra Escolar 048,,PAC 2 - Cobertura de Quadra Escolar 048 Tipo de Obra,PAC 2 - Cobertura de Quadra Escolar 048,2017-12-21,2018-09-27,2025-07-25,Reforma,Obra,Cadastrada,DF,False,2025-07-25,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,Econômico,"Infraestrutura Hídrica, Portos, Hidrovia","Dragagem, Derrocamento e Associações",Federal,0.01
95925.53-27,REFORMA DO AUDITÓRIO DOIS CANDANGOS,,REFORMA DO AUDITÓRIO DOIS CANDANGOS,REFORMA DO AUDITÓRIO DOIS CANDANGOS,2025-12-31,2026-10-31,2025-09-23,Reforma,Obra,Cadastrada,DF,False,2025-09-23,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,1656000.0
95933.53-81,"OBRA DE CONSTRUÇÃO DA COBERTURA DA QUADRA DE ESPORTES DO MESP DA FACULDADE DE CIÊNCIA E TECNOLOGIAS EM ENGENHARIAS - FCTE, localizado no Campus Universitário do Gama",,"OBRA DE CONSTRUÇÃO DA COBERTURA DA QUADRA DE ESPORTES DO MESP DA FACULDADE DE CIÊNCIA E TECNOLOGIAS EM ENGENHARIAS - FCTE, localizado no Campus Universitário do Gama","A quadra a ser construída decorre da adequação da quadra existente tendo em vista que a falta de cobertura e de vestiários diminuem a frequência do uso e de restrição de determinadas práticas esportivas, conforme a instrução processual constante no processo SEI 23106.087210/2023-16.

Justifica-se:

Para atender à demanda da comunidade universitária por atividades que promovam a qualidade de vida r a prática de atividades físicas. É sabido que os exercícios físicos possuem benefícios comprovados para a melhoria da saúde corporal e mental dos indivíduos. Atualmente, o assunto tem ganhado notoriedade no âmbito da UnB, buscando-se o fomento de diversas ações de atenção à saúde dessa comunidade, principalmente de caráter preventivo. Por sua vez, a instalação de Pontos de Encontro Comunitário permite o acesso a equipamentos de alongamento e musculação sem custos para os usuários, de modo democrático.

A instalação de cobertura das quadras poliesportivas possibilita aos estudantes da Faculdade de Planaltina a prática dos ensinamentos de sala de aula e o desenvolvimento de pesquisas com equipamentos de fácil acesso a população, integrando o conhecimento.

A instalação de quadra coberta amplia o horário das aulas, possibilita abrigo em caso de chuva e potencializa o uso em momentos de lazer por estudantes, servidores e público externo.",2025-12-24,2026-12-24,2025-09-23,Reforma,Obra,Cadastrada,DF,False,2025-09-23,FUNDACAO UNIVERSIDADE DE BRASILIA,Administrativo,Educação,Obras em Imóveis de Uso Público,Federal,2374535.92
94536.53-79,202411000093 Construção / Usina Fotovoltaica - Forte Marechal Rondon / Ba Adm/C Com G Ex,,202411000093 Construção / Usina Fotovoltaica - Forte Marechal Rondon / Ba Adm/C Com G Ex,Função Social - Implantação de Usina Fotovoltaica.,2025-09-09,2026-03-31,2025-09-12,Construção,Obra,Cadastrada,DF,False,2025-09-12,COMANDO DO EXÉRCITO,Militar,Rodovia,Estradas Vicinais,Federal,2749386.7
96083.53-23,Sistema de Combate a Incêndio e Pânico e Sistema Contra Descargas Atmosféricas,70.640-970,Execução do Sistema de Combate a Incêndio e Pânico e Sistema Contra Descargas Atmosféricas,Aparelhamento e modernização de instalações de Segurança Púiblica,2025-10-13,2025-12-31,2025-09-24,Recuperação,Obra,Cadastrada,DF,False,2025-09-24,"FUNDO NACIONAL DE SEGURANCA PUBLICA, MINISTERIO DA JUSTICA E SEGURANCA PUBLICA",Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,101000.0
28451.53-40,26.782.3006.7XT1.0053,70040-902,ADEQUACAO DE TRECHO RODOVIARIO - ENTRONCAMENTO DF-001/240 - ENTRONCAMENTO DF-180 - NA BR-080/DF - NO DISTRITO FEDERAL/DF,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias.",2024-06-13,2026-07-08,2023-11-24,Construção,Obra,Em execução,DF,,2025-08-15,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,359130057.13
28193.53-97,Implantação de passarelas em estrutura mista nas rodovias do Sistema Rodoviária do Distrito Federal - SRDF,,Implantação de passarela de estrutura mista nas rodovias do Sistema Rodoviário do Distrito Federal - SRDF.,"População do Distrito Federal que utilizam as rodovias que compõem o SRDF.. Os acidentes de trânsito são uma das principais causas de mortes no Brasil, sendo que o atropelamento é considerado o mais grave. Porém estes acidentes em rodovias localizadas em trechos urbanos têm aumentado. A implantação das passarelas
possibilitará travessia segura, sobre as rodovias, em regiões de acentuado adensamento urbano.. Redução de acidentes por atropelamento, assim como promoção de local adequado para os usuários do sistema viário.",2023-11-27,2027-11-27,2023-11-22,Construção,Obra,Cadastrada,DF,False,2023-11-22,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL,Econômico,Infraestrutura Urbana e Mobilidade,Obra de Arte Especial,Federal,3120000.0
44479.53-69,"Pavimentação de rodovias distritais, estradas vicinais e/ou vias locais",,"Pavimentação de rodovias distritais, estradas vicinais e/ou vias locais com consequente melhoria de vida para a população local.","Estudantes, professores, servidores das escolas rurais, bem como produtores localizados próximos às rodovias (distritais, estradas vicinais e vias locais) beneficiadas na região da Ceilândia.. Eliminar poeira oriunda do período de seca e muito prejudicial à saúde das pessoas e eliminar risco de acidentes em épocas de chuva por causa de atoleiros, água empossada com a pavimentação de acessos às escolas rurais (rodovias distritais, estradas vicinais e vias locais). Melhoria no desenvolvimento social, facilitando o acesso à educação e econômico desses locais, tem em vista a garantia de escoamento dos produtos agrícolas em todas as épocas do ano.",2021-12-17,2026-12-17,2024-10-31,Construção,Obra,Em execução,DF,False,2025-07-10,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL,Econômico,Infraestrutura Urbana e Mobilidade,Pavimentação,Federal,22495684.68
